year,lemma,repet
1979,contingent,1
1979,activity,1
1979,corresponding,1
1979,unable,1
1979,influence,1
1979,predict,1
1979,comprehend,1
1980,cumulative,1
1980,form,1
1980,worker,1
1980,compensation,1
1980,claim,1
1980,employee,1
1980,crisis,2
1980,multi,1
1980,psychosocial,1
1980,childhood,1
1980,abuse,1
1980,babysitte,1
1980,physical,2
1980,injury,3
1980,psychological,2
1980,death,1
1980,result,1
1980,inappropriate,1
1980,matching,1
1980,teenage,1
1980,assess,1
1980,right,1
1980,handed,1
1980,aphasic,1
1980,patient,3
1980,neoplasia,1
1980,associate,1
1980,fluent,1
1980,aphasia,1
1980,significantly,1
1980,holocaust,1
1980,survivors,1
1980,specific,1
1980,emphasis,1
1980,psychic,2
1980,second,2
1980,generation,1
1980,survivor,1
1980,effect,2
1980,issue,1
1980,hair,1
1980,pull,1
1980,occur,1
1980,response,1
1980,threaten,1
1980,loss,3
1980,/or,1
1980,beloved,1
1980,job,2
1980,describe,1
1980,effective,1
1980,buffer,1
1980,formal,1
1980,support,1
1980,system,2
1980,recovery,2
1980,control,1
1980,evaluate,1
1980,induce,1
1980,surgery,1
1980,subject,1
1980,male,1
1980,stir,1
1980,anxiety,2
1980,realize,1
1980,handle,1
1980,minor,1
1980,repress,1
1980,fantasy,1
1980,consultant,1
1980,relationship,1
1980,unstable,1
1980,attempt,2
1980,undoing,1
1980,repair,1
1980,revenge,1
1980,narcissistic,3
1980,maintenance,1
1980,ego,1
1980,stability,1
1980,deal,2
1980,behavioral,1
1980,consequence,1
1980,follow,1
1980,hypoxic,1
1980,essential,1
1980,factor,1
1980,pattern,1
1980,head,1
1980,conclude,1
1980,investigator,1
1980,priori,1
1980,commit,1
1980,structure,2
1980,finally,1
1980,suggest,1
1980,repetitive,1
1980,experience,4
1980,consummate,1
1980,contribute,1
1980,malfunctioning,1
1980,physiological,1
1980,production,1
1980,developmental,1
1980,life,1
1980,resolution,1
1980,depend,1
1980,individual,1
1980,character,1
1980,organization,1
1980,memory,1
1980,drive,2
1980,affect,1
1980,interfere,1
1980,satisfactory,1
1980,linking,1
1980,actively,1
1980,passively,1
1980,bring,1
1980,arise,1
1980,external,1
1980,world,2
1980,internal,1
1980,defence,1
1980,organize,1
1980,early,1
1980,break,1
1980,psychosomatic,1
1980,disorder,1
1980,recover,1
1980,discuss,1
1980,relative,1
1980,importance,1
1980,oedipal,1
1980,penis,1
1980,envy,1
1981,view,1
1981,present,2
1981,emphasize,1
1981,effect,1
1981,psychic,3
1981,organization,1
1981,memory,1
1981,drive,1
1981,affect,1
1981,use,1
1981,literature,1
1981,crime,1
1981,statistic,1
1981,factor,1
1981,inherent,1
1981,rape,2
1981,follow,1
1981,difficult,1
1981,victim,2
1981,defense,1
1981,aggressive,1
1981,fantasy,1
1981,transference,1
1981,base,1
1981,actual,1
1981,sustain,2
1981,child,5
1981,interfere,1
1981,disturbance,1
1981,previous,1
1981,cranial,1
1981,and/or,1
1981,genital,1
1981,severity,2
1981,torture,1
1981,length,1
1981,imprisonment,1
1981,plasma,1
1981,include,1
1981,sheer,1
1981,brutality,1
1981,ongoing,1
1981,minor,1
1981,neglect,2
1981,sexual,1
1981,alcohol,1
1981,abuse,2
1981,extended,1
1981,identify,1
1981,assess,1
1981,treat,3
1981,emotional,1
1981,physical,2
1981,young,1
1981,female,2
1981,psychiatric,1
1981,patient,3
1981,know,1
1981,head,2
1981,normally,1
1981,raise,1
1981,admission,1
1981,accident,1
1981,especially,1
1981,face,1
1981,respiratory,1
1981,illness,1
1981,age,1
1981,perinatal,1
1981,difficulty,2
1981,alcoholic,1
1981,korsakoff,1
1981,post,1
1981,amnesic,1
1981,normal,1
1981,control,1
1981,question,1
1981,TRUE,1
1981,cope,1
1981,potential,1
1981,danger,1
1981,result,2
1981,posthypnotic,1
1981,carefully,1
1981,hypnotherapist,1
1981,experience,1
1981,technique,1
1981,old,1
1981,society,1
1981,claim,1
1981,woman,1
1981,suffer,2
1981,smooth,1
1981,life,3
1981,cycle,1
1981,birth,1
1981,death,1
1981,adult,1
1981,carry,1
1981,nursing,1
1981,staff,1
1981,burn,1
1981,unit,1
1981,subject,1
1981,improve,1
1981,significantly,1
1981,associate,2
1981,overall,1
1981,brain,1
1981,reflect,2
1981,duration,1
1981,unconsciousness,1
1981,treatment,1
1981,cerebral,1
1981,phase,1
1981,male,1
1981,syndrome,1
1981,describe,1
1981,form,1
1981,stigmatization,1
1981,behavior,1
1981,hormonal,1
1981,correlate,1
1981,complication,1
1981,investigate,1
1981,introduction,1
1981,individual,1
1981,rhesus,1
1981,monkey,1
1981,like,1
1981,holograph,1
1981,exhibit,1
1981,seed,1
1981,past,1
1981,profoundly,1
1981,influence,1
1981,appear,1
1981,rapidly,1
1981,mature,1
1981,superego,1
1981,function,1
1981,develop,1
1981,parental,1
1981,suicide,1
1981,heighten,1
1981,survive,1
1981,attempt,1
1981,object,1
1981,relate,2
1981,developmental,1
1981,conflict,1
1981,series,1
1981,indignity,1
1981,pain,1
1981,suffering,1
1981,early,1
1981,generally,1
1981,agree,1
1981,n.t.r.,1
1981,challenge,1
1981,analyst,1
1981,ill,1
1981,tell,1
1981,condition,1
1981,cause,1
1981,shorten,1
1981,day,1
1982,female,1
1982,classify,1
1982,describe,2
1982,post,1
1982,reaction,2
1982,occur,1
1982,sexual,2
1982,function,2
1982,psychological,5
1982,palsy,1
1982,talipes,1
1982,arthrogryposis,1
1982,multiplex,1
1982,congenita,1
1982,study,3
1982,benin,1
1982,city,1
1982,nigeria,1
1982,thing,1
1982,day,1
1982,care,1
1982,child,4
1982,experience,6
1982,frequently,1
1982,use,1
1982,uncover,1
1982,deep,1
1982,seated,1
1982,face,1
1982,group,1
1982,eye,1
1982,permanent,1
1982,disfigurement,2
1982,condition,3
1982,replace,1
1982,scar,1
1982,bruise,1
1982,temporary,1
1982,article,1
1982,discuss,1
1982,rape,2
1982,woman,1
1982,victim,3
1982,preparation,1
1982,technique,1
1982,overall,1
1982,evidence,1
1982,researcher,1
1982,suggest,1
1982,accompany,1
1982,minor,1
1982,elective,1
1982,focus,1
1982,hospitalize,1
1982,infant,1
1982,retarded,1
1982,patient,4
1982,substantial,1
1982,number,1
1982,exhibit,1
1982,demonstrate,1
1982,repetition,1
1982,compulsion,1
1982,familiarly,1
1982,associate,1
1982,additionally,1
1982,psychotherapy,1
1982,crime,1
1982,remember,1
1982,serve,1
1982,syndrome,2
1982,conglomeration,1
1982,manifold,1
1982,physical,1
1982,survivor,1
1982,expose,1
1982,prolonged,1
1982,period,1
1982,time,1
1982,expressive,1
1982,symptom,1
1982,outgrowth,1
1982,developmental,1
1982,affect,1
1982,body,1
1982,ego,1
1982,archaic,1
1982,sense,1
1982,headturne,1
1982,bias,1
1982,history,2
1982,perinatal,2
1982,complication,1
1982,deviant,1
1982,illustrate,1
1982,factor,1
1982,relate,1
1982,organic,1
1982,illness,1
1982,precipitate,2
1982,psychiatric,1
1982,assault,1
1982,similar,1
1982,manifest,1
1982,adult,1
1982,family,3
1982,role,1
1982,structure,1
1982,homeo,1
1982,stasis,1
1982,event,1
1982,result,1
1982,suddenness,1
1982,salience,1
1982,individual,3
1982,member,1
1982,treat,1
1982,issue,1
1982,leave,1
1982,superficially,1
1982,opposite,1
1982,parental,1
1982,suggestion,1
1982,offer,1
1982,development,3
1982,mention,1
1982,early,2
1982,psychopathological,1
1982,deprivation,1
1982,bad,1
1982,relationship,1
1982,important,1
1982,object,1
1982,type,2
1982,repetitive,1
1982,dream,2
1982,link,1
1982,childhood,2
1982,consist,1
1982,primal,1
1982,scene,1
1982,aim,1
1982,paper,1
1982,fantasy,1
1982,traumatic,1
1982,continue,1
1982,dominate,1
1982,psychic,2
1982,second,1
1982,influence,1
1982,process,1
1982,versus,1
1982,shock,1
1982,genesis,1
1982,character,1
1982,pathology,1
1982,delineate,1
1982,population,1
1982,simultaneously,1
1982,investigate,1
1982,impact,1
1982,personality,1
1982,transgenerational,1
1982,transmission,1
1983,therapy,1
1983,orient,1
1983,specifically,1
1983,effect,2
1983,combat,3
1983,helpful,1
1983,veteran,2
1983,year,2
1983,symptom,1
1983,great,1
1983,percentage,1
1983,volunteer,1
1983,experience,2
1983,sexual,1
1983,woman,1
1983,group,1
1983,report,1
1983,objection,1
1983,view,1
1983,act,1
1983,exposure,1
1983,psychological,3
1983,war,1
1983,explore,1
1983,relationship,3
1983,rape,1
1983,syndrome,1
1983,official,1
1983,diagnostic,1
1983,nomenclature,1
1983,posttraumatic,1
1983,neuropsychologically,1
1983,sustain,1
1983,severe,2
1983,head,2
1983,recent,1
1983,ct,1
1983,scan,1
1983,lesion,1
1983,left,1
1983,maternal,1
1983,anxiety,1
1983,produce,2
1983,early,1
1983,infant,1
1983,insecurity,1
1983,problem,1
1983,research,1
1983,bereaved,1
1983,inner,1
1983,self,2
1983,feeling,1
1983,fantasy,1
1983,cop,1
1983,accord,1
1983,parent,1
1983,style,1
1983,facilitation,1
1983,risk,1
1983,violence,1
1983,p,2
1983,NUM,2
1983,evidence,3
1983,reporting,1
1983,home,1
1983,assault,1
1983,adjudicate,1
1983,suffer,2
1983,non,1
1983,accidental,1
1983,analyze,1
1983,mean,1
1983,cluster,1
1983,analysis,1
1983,hierarchical,1
1983,value,1
1983,role,1
1983,goal,1
1983,triger,1
1983,infancy,1
1983,childhood,2
1983,involve,1
1983,separation,1
1983,mother,1
1983,interview,1
1983,investigate,1
1983,resistance,1
1983,emotional,1
1983,child,1
1983,adult,2
1983,adjustment,1
1983,change,1
1983,typically,1
1983,accompany,2
1983,loss,2
1983,mitigate,1
1983,associate,1
1983,actual,1
1983,bereavement,1
1983,concept,1
1983,receive,1
1983,nondepresse,1
1983,psychiatric,1
1983,patient,3
1983,speculate,1
1983,predispose,1
1983,depression,1
1983,prevent,1
1983,normal,2
1983,formation,1
1983,cerebrovascular,1
1983,accident,1
1983,cva,1
1983,study,1
1983,aphasic,1
1983,demonstrate,1
1983,mood,1
1983,disturbance,1
1983,mental,1
1983,physical,2
1983,aid,1
1983,process,1
1983,denial,1
1983,danger,1
1983,short,1
1983,treatment,1
1983,breast,2
1983,cancer,1
1983,psychosocial,1
1983,husband,1
1983,and/or,2
1983,describe,1
1983,important,1
1983,contribution,1
1983,rank,1
1983,birth,3
1983,theory,2
1983,lead,1
1983,nonverbal,1
1983,behavior,1
1983,cue,1
1983,significant,2
1983,event,1
1983,preverbal,1
1983,period,1
1983,specific,1
1983,visual,1
1983,imagery,1
1983,attractiveness,1
1983,western,1
1983,way,1
1983,life,1
1983,modernism,1
1983,basically,1
1983,poor,1
1983,develop,1
1983,country,1
1983,frequent,2
1983,subject,1
1983,frontal,1
1983,occipital,1
1983,baep,1
1983,abnormality,1
1983,find,1
1983,vep,1
1983,fight,1
1983,history,1
1983,possible,1
1983,hypoxic,1
1983,neuropsychiatric,1
1983,investigation,1
1983,reveal,1
1983,developmental,1
1983,lag,1
1983,lobe,1
1983,microseizure,1
1983,learn,1
1983,response,1
1983,existential,1
1983,stimulation,1
1983,powerful,1
1983,intrinsic,1
1983,reward,1
1983,region,1
1983,battery,1
1983,children,1
1983,support,1
1983,pre-/postnatal,1
1983,etiology,1
1983,disorder,1
1983,suggest,1
1983,account,2
1983,excessive,1
1983,number,1
1983,hospital,1
1983,discharge,1
1983,poisoning,1
1983,excess,1
1983,death,1
1983,young,1
1983,extreme,1
1983,burn,1
1983,major,1
1984,future,2
1984,minimization,1
1984,problem,2
1984,result,1
1984,goal,1
1984,substantially,1
1984,achieve,1
1984,child,1
1984,able,1
1984,mistrust,1
1984,frequently,1
1984,observe,1
1984,survivor,1
1984,massive,1
1984,particularly,1
1984,pronounce,1
1984,vietnam,2
1984,combat,3
1984,veteran,2
1984,abuse,3
1984,victim,1
1984,grade,1
1984,slide,1
1984,physical,1
1984,gear,1
1984,wound,1
1984,identification,1
1984,pair,1
1984,relaxation,2
1984,attention,1
1984,device,1
1984,provide,2
1984,sense,1
1984,mastery,1
1984,use,1
1984,educate,1
1984,parent,1
1984,disturbance,1
1984,largely,1
1984,stress,1
1984,relate,1
1984,arise,1
1984,injury,1
1984,plus,1
1984,tr,1
1984,eatmenit,1
1984,medical,1
1984,subject,1
1984,parkinsonian,1
1984,patient,6
1984,skull,1
1984,epileptic,1
1984,diagnose,1
1984,treat,1
1984,implant,1
1984,electrode,1
1984,small,1
1984,group,1
1984,conversational,1
1984,behavior,1
1984,head,2
1984,youth,1
1984,evaluate,1
1984,feedback,1
1984,involve,1
1984,reveal,1
1984,reliable,1
1984,assessment,1
1984,war,1
1984,exposure,1
1984,scale,1
1984,construct,1
1984,dichotomous,1
1984,psychiatric,1
1984,sub,1
1984,population,1
1984,post,2
1984,organically,1
1984,base,1
1984,illness,1
1984,critical,1
1984,clear,1
1984,understanding,1
1984,common,2
1984,reaction,1
1984,begin,1
1984,mixed,1
1984,feeling,1
1984,pregnancy,1
1984,suffer,1
1984,severe,1
1984,closed,1
1984,remain,1
1984,experience,2
1984,cerebrovascular,1
1984,accident,1
1984,dissociate,1
1984,violent,1
1984,outburst,1
1984,appear,1
1984,precipitant,1
1984,developmental,1
1984,difference,1
1984,preoedipal,1
1984,analysis,1
1984,present,1
1984,acute,1
1984,overwhelm,1
1984,internal,1
1984,external,1
1984,stimulation,1
1984,great,1
1984,technique,1
1984,apply,1
1984,recovery,1
1984,psychological,1
1984,hysterectomy,1
1984,dependent,1
1984,measure,1
1984,include,2
1984,request,1
1984,divorced,1
1984,woman,1
1984,n,1
1984,reason,1
1984,divorce,2
1984,adjustment,2
1984,area,1
1984,difficulty,1
1984,reflect,1
1984,separation,1
1984,emigration,1
1984,view,1
1984,education,1
1984,income,1
1984,compellingly,1
1984,manifest,1
1984,transference,1
1984,root,2
1984,infantile,1
1984,material,1
1984,compare,1
1984,analyst,1
1984,work,1
1984,similar,1
1984,idea,1
1984,primal,1
1984,repression,2
1984,state,1
1984,proper,1
1984,defensive,1
1984,process,1
1984,evolve,1
1984,act,1
1984,count,1
1984,therapist,1
1984,undergo,1
1984,social,1
1984,case,1
1984,study,1
1984,illustrate,1
1984,author,1
1985,reaction,2
1985,trigger,1
1985,event,3
1985,echo,1
1985,original,1
1985,uncommon,1
1985,delay,1
1985,represent,1
1985,metaphor,1
1985,process,1
1985,art,2
1985,alleviate,1
1985,mental,1
1985,physical,1
1985,leukemia,1
1985,acute,1
1985,advanced,1
1985,stage,1
1985,work,1
1985,experience,5
1985,cerebral,1
1985,vascular,1
1985,accident,1
1985,brain,2
1985,patient,4
1985,example,1
1985,computer,1
1985,share,1
1985,traumatised,1
1985,child,7
1985,describe,1
1985,exploration,1
1985,meaning,2
1985,lead,1
1985,believe,1
1985,internal,1
1985,time,6
1985,admission,2
1985,non,2
1985,accidental,2
1985,percent,2
1985,year,3
1985,old,3
1985,injury,2
1985,variance,1
1985,history,2
1985,regard,1
1985,occurrence,1
1985,psychiatric,2
1985,factor,1
1985,probably,1
1985,prime,1
1985,importance,1
1985,symptom,1
1985,expose,1
1985,resemble,1
1985,incest,1
1985,treatment,2
1985,include,2
1985,establishment,1
1985,trust,1
1985,expression,1
1985,hospital,1
1985,base,1
1985,explain,1
1985,relative,1
1985,severity,2
1985,observe,1
1985,follow,1
1985,observation,1
1985,system,1
1985,hospitalization,2
1985,stressful,1
1985,family,4
1985,minimize,1
1985,parent,1
1985,goal,1
1985,health,1
1985,month,1
1985,episode,1
1985,head,5
1985,new,2
1985,neuropsychological,1
1985,deficit,1
1985,emerge,1
1985,response,3
1985,father,1
1985,discover,1
1985,accept,1
1985,associate,1
1985,complex,2
1985,medical,1
1985,intervention,1
1985,design,1
1985,number,1
1985,session,1
1985,vary,1
1985,length,1
1985,stressor,1
1985,personality,3
1985,conflict,2
1985,object,1
1985,relation,1
1985,emotional,1
1985,deprivation,1
1985,pathology,1
1985,recapitulate,1
1985,group,1
1985,manifestation,1
1985,pathological,1
1985,opticochiasmal,1
1985,tumor,1
1985,inflammation,1
1985,essence,1
1985,method,1
1985,implant,1
1985,electrode,1
1985,personal,2
1985,crisis,2
1985,illness,1
1985,extreme,1
1985,self,2
1985,renewal,1
1985,possible,1
1985,pain,1
1985,fetal,1
1985,malformation,1
1985,severe,1
1985,psychological,2
1985,case,1
1985,extended,1
1985,period,1
1985,suffer,1
1985,closed,1
1985,result,1
1985,coma,1
1985,week,1
1985,duration,1
1985,age,1
1985,TRUE,1
1985,face,1
1985,death,1
1985,arrest,1
1985,conviction,1
1985,crime,1
1985,subsequent,1
1985,imprisonment,1
1985,construction,1
1985,serve,1
1985,reveal,1
1985,term,1
1985,prevail,1
1985,teaching,1
1985,shaping,1
1985,oedipus,1
1985,preoedipal,1
1985,feeling,1
1985,entitlement,1
1985,need,1
1985,treat,1
1985,exception,1
1985,complication,1
1985,specific,1
1985,attention,1
1985,relationship,2
1985,schizophrenia,1
1985,affective,1
1985,disorder,2
1985,change,1
1985,especially,1
1985,unlikely,1
1985,explanation,1
1985,unusual,1
1985,type,1
1985,present,1
1985,doubt,1
1985,sense,1
1985,reality,1
1985,childhood,1
1985,repeat,1
1985,fixate,1
1985,instead,1
1985,interpret,1
1985,bondage,1
1985,note,1
1985,following,1
1985,adult,1
1985,calamitous,1
1985,rejection,1
1985,withdrawal,1
1985,significant,1
1985,essential,1
1985,member,1
1985,avoid,1
1985,separation,1
1985,individuation,1
1985,substance,1
1985,abuser,1
1985,unique,1
1985,underlie,1
1985,condition,1
1985,drug,1
1985,use,1
1985,suggest,1
1985,study,1
1985,alcoholic,1
1985,vivid,1
1985,persistent,1
1985,reexperiencing,1
1985,war,1
1985,recognition,1
1985,feature,1
1985,consideration,1
1985,diagnostic,1
1985,significance,1
1986,metaphor,1
1986,indirectly,1
1986,concretely,1
1986,related,1
1986,patient,6
1986,subsequently,1
1986,symbol,1
1986,crucial,1
1986,event,1
1986,situation,1
1986,mild,1
1986,case,1
1986,concern,1
1986,combat,4
1986,stress,2
1986,civil,1
1986,surrounding,1
1986,datum,2
1986,gather,1
1986,necessity,1
1986,figural,1
1986,fluency,1
1986,compromise,1
1986,follow,5
1986,brain,1
1986,consistent,1
1986,previous,1
1986,research,1
1986,severe,2
1986,involve,1
1986,divorce,1
1986,assessment,1
1986,post,1
1986,experience,5
1986,child,4
1986,discuss,2
1986,article,2
1986,intraocular,1
1986,bleeding,1
1986,external,1
1986,sign,1
1986,head,4
1986,review,1
1986,literature,2
1986,whiplash,1
1986,shake,1
1986,foster,1
1986,biological,1
1986,home,1
1986,hospitalize,1
1986,year,1
1986,age,1
1986,psychomotor,1
1986,development,3
1986,consider,1
1986,study,3
1986,abused,1
1986,manage,1
1986,survive,1
1986,childhood,1
1986,grow,1
1986,adjust,1
1986,individual,2
1986,compare,1
1986,e.g.,1
1986,gymnist,1
1986,victim,3
1986,accidental,1
1986,genital,1
1986,field,1
1986,urgently,1
1986,await,1
1986,describe,1
1986,rest,1
1986,conceptualization,1
1986,traumatic,1
1986,threat,1
1986,ontogeny,1
1986,neglect,1
1986,emotional,3
1986,unavailability,1
1986,skin,1
1986,blister,1
1986,ulcerate,1
1986,mechanical,1
1986,principal,1
1986,group,2
1986,eb,1
1986,simplex,1
1986,dystrophic,1
1986,include,2
1986,alzheimer,1
1986,multiinfarct,1
1986,dementia,1
1986,metabolic,2
1986,affective,1
1986,disorder,2
1986,quantitative,1
1986,analysis,1
1986,family,3
1986,veteran,2
1986,suffer,2
1986,aftereffect,1
1986,vietnam,1
1986,war,1
1986,require,1
1986,preliminary,1
1986,phase,1
1986,measure,1
1986,efficiency,1
1986,use,1
1986,evaluate,1
1986,cumulative,1
1986,effect,1
1986,hand,1
1986,tool,1
1986,repetitive,1
1986,upper,1
1986,extremity,1
1986,major,1
1986,cause,1
1986,mental,1
1986,health,1
1986,professional,1
1986,add,1
1986,narcissistic,1
1986,underestimate,1
1986,elderly,1
1986,potential,1
1986,change,1
1986,help,1
1986,primary,1
1986,secondary,1
1986,recover,1
1986,sexual,2
1986,abuse,1
1986,step,2
1986,procedure,1
1986,normal,1
1986,deviant,1
1986,impact,1
1986,difference,2
1986,therapy,2
1986,phenomenon,1
1986,factor,2
1986,respond,1
1986,young,1
1986,man,1
1986,close,2
1986,aphasic,1
1986,hemiparetic,1
1986,left,1
1986,ct,1
1986,scan,1
1986,vertebrobasilar,1
1986,insufficiency,1
1986,n,5
1986,cerebral,1
1986,headache,1
1986,aim,1
1986,communication,1
1986,competence,1
1986,regardless,1
1986,level,2
1986,severity,1
1986,aphasia,2
1986,stroke,1
1986,boston,1
1986,diagnostic,1
1986,examination,1
1986,infant,1
1986,great,1
1986,risk,1
1986,result,1
1986,birth,1
1986,optimal,1
1986,maternal,1
1986,interaction,1
1986,pattern,1
1986,derangement,1
1986,epilepsy,1
1986,encephalitis,1
1986,vasculitis,1
1986,cns,1
1986,neoplasm,1
1986,determine,1
1986,anxiety,1
1986,newborn,1
1986,condition,1
1986,proximity,1
1986,time,2
1986,premature,1
1986,delivery,1
1986,second,1
